fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,May,17,MADHYA PRADESH,1741,NEEMUCH,467211,271.528733772652,15,45,1.16978,451,4,7646,91050,15480,13009,10780,10178,56.1111,304.5077921,5721,7503,45660,101530,0,90965,196592,8097,247.2269121,32902,70,22.46,27.25,100,NA
2025-2026,May,17,MADHYA PRADESH,1745,DINDORI,2794710,283.440428407254,11,339,39.7483569,1081,3,13746,520346,13119,14341,319122,185552,84.60111,1599.22039850001,45566,57368,191254,355807,0,205880,377704,14827,1474.87093160001,276991,66,38.23,80.95,100,NA
2025-2026,May,17,MADHYA PRADESH,1746,ANUPPUR,1694948,231.54097016301,16,822,5.6410211,715,0,15020,634749,52240,23978,396921,141733,64.89779,1540.2428038,38196,53166,123694,251598,0,162062,319441,15735,1469.7039927,318386,84,70,73.42,100,NA
2025-2026,May,17,MADHYA PRADESH,1747,BURHANPUR,467975,262.736554501456,16,122,4.2290848,290,4,7480,108887,20565,25444,48516,50806,31.97995,322.2949869,6511,10550,50355,129846,0,89713,215874,7770,286.0859521,52598,79,11.04,23.8,100,NA
2025-2026,April,17,MADHYA PRADESH,1707,TIKAMGARH,433201,303.056739854131,12,22,77.4600878,474,14,12601,105437,20270,22831,7572,13346,75.7968,472.7908226,8674,11507,75246,135569,0,130502,225159,13075,319.5339348,38097,68,19.47,55.14,100,NA
2025-2026,April,17,MADHYA PRADESH,1714,SHAHDOL,600501,265.978839065399,12,145,11.630686,216,18,16002,150353,18643,34267,81760,130017,81.34814,492.8859899,11799,16456,118094,234704,0,160108,298739,16218,399.9071639,72749,79,56.06,63.38,100,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,266.472197411471,13,55,10.6203224,500,26,14432,186747,34628,37619,5780,8144,80.39718,588.6463369,13808,17926,89906,191023,0,173802,359121,14932,497.6288345,68881,69,20.69,56.27,100,NA
2025-2026,April,17,MADHYA PRADESH,1719,SHAJAPUR,186357,269.681827625541,13,54,0,357,6,8701,114843,22436,20667,9192,11492,73.60741,383.3181113,8466,11093,54812,97807,0,110642,188318,9058,309.7107013,40137,74,41.49,51.58,100.03,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,284.159532006979,12,214,3.2269176,818,13,17119,164511,6717,14916,148650,283802,74.85187,545.5524753,12931,21158,145667,318005,0,216117,452322,17937,467.4736877,73322,75,30.65,56.23,100.11,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,264.85176299052,15,417,0,1592,17,29118,499980,40935,42420,347244,287102,161.02897,1485.2348146,32062,45714,199107,421954,1,313705,649678,30710,1324.2058446,205573,69,27.11,58.32,100,NA
2025-2026,April,17,MADHYA PRADESH,1729,SEHORE,259798,274.726202396615,14,30,0.44436,678,47,10665,84369,22256,28161,10816,17994,103.00833,335.2364397,6021,8335,57847,112443,0,136444,254304,11343,231.7837497,31027,72,20.97,32.06,100.01,NA
2025-2026,April,17,MADHYA PRADESH,1731,BETUL,760501,266.140606190574,9,340,13.2897358,527,18,17591,165542,22478,52651,78651,196174,122.19327,576.0574881,16709,22799,152693,367226,0,215691,492157,18118,440.5744823,82640,69,56.27,64.72,100,NA
2025-2026,April,17,MADHYA PRADESH,1734,NARSINGHPUR,341527,254.368680653563,12,25,5.9301687,590,9,10725,137462,24498,25013,27100,26957,97.22567,452.8161145,10852,14357,73112,137226,0,151568,265892,11315,349.6602758,47278,73,43.76,50.39,100,NA
2025-2026,April,17,MADHYA PRADESH,1738,BALAGHAT,1446995,287.878982343819,11,1746,1.10914,949,6,22371,664753,28969,27077,202163,129604,168.53315,2083.32646150001,57375,73695,265339,572911,1,318879,672885,23320,1913.68417150001,404928,78,61.56,77.12,100.01,NA
2025-2026,April,17,MADHYA PRADESH,1739,SHEOPUR,370498,273.798502379141,13,81,0,596,14,20647,222139,30096,19602,64717,46960,50.4265,658.639755200001,16185,20474,90297,151979,0,168108,275880,21243,608.213255200001,91012,82,25.84,62.68,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,286.081417538237,10,84,0.25038,726,5,7865,144758,20386,44967,38405,80974,84.19444,498.570558400002,13307,17662,131463,280717,0,173162,366578,8591,414.125738400002,73741,58,51.77,63.18,100,NA
2025-2026,April,17,MADHYA PRADESH,1750,SINGRAULI,641736,279.99912537973,14,246,3.7209633,383,11,11801,280133,44280,33416,83653,66427,62.88555,850.976463199998,19197,26632,117697,208038,0,177047,302309,12184,784.369949899998,120906,70,40.53,76.85,100,NA
2025-2026,May,17,MADHYA PRADESH,1714,SHAHDOL,1201004,255.488925433106,13,146,11.630686,217,15,16066,159776,19629,34270,87086,130026,81.34814,501.1888115,12207,17027,118101,234719,0,160128,298768,16283,408.2099855,77459,79,57.22,64.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1715,SIDHI,1356181,262.756356978578,13,93,5.9155347,731,6,15114,271316,37858,30452,82726,60642,72.98192,791.797492199998,20090,26770,126944,203763,0,166881,257927,15845,712.900037499998,125263,68,37.68,56.21,100,NA
2025-2026,May,17,MADHYA PRADESH,1716,MANDSAUR,969751,261.274287369174,13,59,10.6203224,548,25,14550,198546,36795,37640,5948,8153,80.39718,609.767149,14717,19182,89970,191170,0,173868,359216,15098,518.7496466,73830,69,21.2,56.59,100,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,252.561424186744,14,66,0,610,33,15839,146940,37586,59780,57162,68016,96.96823,468.081986700002,10387,14498,99527,219257,0,189348,392187,16449,371.113756700002,57276,81,20.77,43.72,100,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,278.158342160749,13,54,0,359,5,8785,118570,23294,20690,9581,11507,73.60741,403.4197563,8635,11315,54858,97902,0,110674,188364,9144,329.8123463,41395,74,41.36,51.53,100.03,NA
2025-2026,May,17,MADHYA PRADESH,1726,RAJGARH,1550259,307.188492349235,16,263,14.0974167,2093,47,17701,431068,55698,53282,7711,9895,131.13727,1469.4259769,26059,39616,178328,342603,0,281077,520854,19794,1324.1912902,179772,73,18.42,65.04,100,NA
2025-2026,May,17,MADHYA PRADESH,1747,BURHANPUR,467975,255.664571724,15,100,4.2290848,274,5,7199,89942,17535,25397,40257,50767,31.97995,266.1588639,5634,9151,50305,129676,0,89697,215794,7473,229.9498291,43239,78,9.92,22.6,100,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,278.844742374901,12,131,9.42587166,667,12,20391,292324,55559,28845,25507,15793,69.94835,894.504326360006,23539,28576,86266,144813,0,153992,550197,21058,815.130104700006,93077,86,40.11,63.36,100,NA
2025-2026,May,17,MADHYA PRADESH,1704,DATIA,423906,278.748847251687,11,18,0,517,37,5279,51850,14978,17296,1092,2741,56.51636,201.0476373,4494,5500,38235,66642,0,82394,147739,5796,144.5312773,18783,55,25.84,35.83,100,NA
2025-2026,May,17,MADHYA PRADESH,1708,CHHATARPUR,1369181,272.110098155489,14,145,0.0092,1319,15,17847,344861,56872,47091,19679,14529,136.59807,1075.0088756,23884,30392,128607,245967,0,235235,433864,19166,938.4016056,111154,71,34.02,49.76,100,NA
2025-2026,May,17,MADHYA PRADESH,1716,MANDSAUR,969751,263.692019415379,13,62,10.6203224,560,21,14628,213027,39231,37656,6710,8164,80.39718,652.752700599999,15244,19973,90032,191298,0,173905,359288,15188,561.735198199999,79657,69,21.25,56.45,100,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,261.7724671875,11,13,0.39242,408,43,6043,32000,7588,10446,7837,14701,69.67243,153.8320395,2726,3296,31884,62391,0,69893,133864,6451,83.7671895,12082,62,20.82,22.04,100,NA
2025-2026,May,17,MADHYA PRADESH,1724,KHARGONE,2008362,296.184770911194,12,126,3.7302109,1114,21,23745,224760,24472,37841,120383,174337,150.98102,820.416122,18155,24333,172989,345401,0,291505,576536,24859,665.7048911,91238,78,32.89,58.98,100,NA
2025-2026,May,17,MADHYA PRADESH,1728,BHOPAL,526437,270.601637553405,13,26,0,248,11,6197,73964,12552,10922,3908,3306,48.68665,248.8344452,5660,7175,40707,66458,0,71428,116649,6445,200.1477952,30042,70,26.64,43.91,100.1,NA
2025-2026,May,17,MADHYA PRADESH,1733,JABALPUR,866647,299.971476356813,14,90,1.31238,1074,7,16005,176922,34342,37924,55815,64629,113.5782,645.6061154,12126,15898,94776,187695,1,157709,302184,17079,530.7155354,77882,72,13.64,22.11,100,NA
2025-2026,May,17,MADHYA PRADESH,1736,CHHINDWARA,2412825,258.752322486728,14,826,22.5419393,1910,1,28554,642290,91247,86096,354812,269152,157.59698,1842.0792114,43562,59998,222804,526447,0,287291,660125,30464,1661.9402921,323994,78,26.57,47.98,102.19,NA
2025-2026,May,17,MADHYA PRADESH,1737,SEONI,2479254,240.645351413488,12,570,0,2482,9,20435,294909,36669,56149,131185,211221,137.42948,847.114279400002,24511,35739,188455,453908,0,225529,532117,22917,709.684799400002,160130,71,43.98,63.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1741,NEEMUCH,467211,279.703247120553,15,37,1.16978,404,4,7208,78140,13566,12944,9470,10138,53.3081,273.0379973,4952,6560,45543,101239,0,90931,196515,7612,218.5601173,28170,69,19.55,23.99,100,NA
2025-2026,May,17,MADHYA PRADESH,1746,ANUPPUR,1694948,235.051492388103,15,765,5.6410211,678,0,14162,548155,45588,23952,342617,141536,64.89779,1358.98531920001,35126,48638,123543,251279,0,162011,319341,14840,1288.44650810001,274422,84,69.64,73.18,100,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,274.171943005349,12,132,9.42587166,685,10,20582,314240,58814,28883,27376,15804,69.94835,940.93213536001,24248,29494,86359,144966,0,154022,550267,21267,861.55791370001,100439,86,40.51,63.52,100,NA
2025-2026,May,17,MADHYA PRADESH,1752,NIWARI,403735,304.401232985154,12,17,0,292,8,4837,51793,6583,7317,5205,6801,28.196,185.854530600001,4079,5339,35259,59835,0,49095,82460,5129,157.658530600001,19985,67,21.12,71.14,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,254.352410223985,11,67,4.1384,171,33,9711,85407,13275,14174,9177,8579,57.77809,279.151252999999,7213,8264,47601,77234,0,111945,215067,9882,217.234762999999,23990,53,23.07,59.16,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1704,DATIA,423906,282.77344137931,11,18,0,526,32,5327,56550,16312,17306,1103,2741,56.51636,216.4247411,4918,6011,38256,66684,0,82415,147779,5853,159.9083811,20157,55,27.63,37.78,100,NA
2025-2026,May,17,MADHYA PRADESH,1726,RAJGARH,1550259,302.135060790152,17,275,14.0974167,2188,41,18186,492514,65007,53371,9078,9908,131.13727,1633.29216000001,28068,42678,178667,343199,0,281144,520990,20374,1488.05747330001,204658,73,18.59,64.49,100,NA
2025-2026,May,17,MADHYA PRADESH,1729,SEHORE,519596,273.870047136544,14,43,0.44436,806,26,12297,112015,29169,28424,14159,18112,103.00833,410.2282233,7992,10839,58313,113294,0,136776,254802,13103,306.7755333,40624,75,21.92,34.32,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1740,UMARIA,724841,314.756817771559,13,67,0.6948,569,13,10088,88636,6753,11804,50958,85372,45.29995,324.982602999999,6533,8903,85431,154339,0,119497,203848,10657,278.987852999999,41679,78,19.96,39.1,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1742,BARWANI,1038771,278.60918332693,13,130,12.1031006,844,9,15584,179619,15224,29897,142764,208586,91.23523,603.773359599999,13514,20412,118675,275843,1,212497,469772,16428,500.435028999999,74856,80,23.79,50.48,100.22,NA
2025-2026,May,17,MADHYA PRADESH,1746,ANUPPUR,1694948,234.905163532785,15,788,5.6410211,684,0,14490,578569,47639,23957,361512,141645,64.89779,1429.6272667,36340,50405,123616,251421,0,162023,319368,15174,1359.0884556,289704,84,69.88,73.27,100,NA
2025-2026,May,17,MADHYA PRADESH,1749,ALIRAJPUR,1299259,268.436134954417,15,342,4.9931,117,2,13950,246913,32442,36099,200801,189942,61.06594,728.8627539,16275,22867,102271,237698,1,146829,323367,14067,662.8037139,92583,80,47.77,81.66,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,254.08970380789,12,72,4.1384,198,26,9862,97403,14844,14201,10333,8590,58.07809,309.707484199999,7600,8724,47641,77326,0,112078,215244,10060,247.490994199999,26919,54,21.73,60.18,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1711,DAMOH,1727457,279.63933535539,14,164,1.4844786,640,30,18097,626425,86400,39614,104006,37757,110.79577,1864.0109551,42092,50092,155755,263853,0,281686,461303,18737,1751.7307065,233482,65,56.21,75.77,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1713,REWA,794886,290.799668305049,13,50,0,1600,24,19779,225629,42521,45213,33230,40330,187.20643,843.3348136,16146,20115,137123,253899,0,256952,485095,21379,656.1283836,83423,62,22.5,31.75,100.16,NA
2025-2026,May,17,MADHYA PRADESH,1715,SIDHI,1356181,254.696438140069,14,117,5.9155347,834,3,15613,359433,50803,30500,106933,60757,73.00054,994.379123199995,24232,32465,127241,204225,0,167053,258168,16447,915.463048499995,166130,69,39.66,59.18,100,NA
2025-2026,May,17,MADHYA PRADESH,1740,UMARIA,724841,289.480378599887,14,76,0.6948,635,8,10390,114448,8128,11818,67889,85459,45.64795,377.647253699999,7844,10734,85515,154472,0,119545,203918,11025,331.304503699999,54186,78,21.62,42.22,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1743,HARDA ,237958,277.493890736112,13,26,0.017,361,5,4184,41203,11749,17573,15616,28538,51.73346,166.0862678,3057,4203,28948,67800,0,50885,114309,4545,114.3358078,17097,64,19.12,24.21,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1745,DINDORI,2794710,281.289782711209,11,372,36.92546,1128,3,13988,561971,13641,14341,347317,185565,84.60111,1702.29357480001,48516,61025,191261,355832,0,205898,377742,15116,1580.76700480001,297698,66,38.15,81.37,100,NA
2025-2026,May,17,MADHYA PRADESH,1706,GUNA,978335,270.172903807272,19,90,2.86485,879,26,20698,493187,61397,27115,88477,49134,101.14019,1436.46267909997,24896,30673,103372,219162,0,210380,434343,21577,1332.45763909997,174295,83,34.12,65.9,100,NA
2025-2026,May,17,MADHYA PRADESH,1713,REWA,794886,284.872693022895,14,54,0,1806,17,20234,270499,50335,45283,40156,40444,189.57115,960.1489359,18515,23251,137493,254626,0,257195,485485,22040,770.5777859,100386,63,24.04,33.72,100.13,NA
2025-2026,May,17,MADHYA PRADESH,1715,SIDHI,1356181,246.285051855919,15,125,5.9155347,915,3,15995,429652,59721,30556,128342,60899,73.02304,1137.10722569999,27150,36442,127619,204714,0,167159,258324,16910,1058.16865099999,197903,69,40.46,60.88,100,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,268.5568855483,16,73,0,449,2,10215,188656,36218,20939,15317,11732,76.70941,583.358088,11350,14910,55498,99208,0,110988,188927,10664,506.648678,65861,76,40.62,50.86,100.03,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,253.766707764289,13,15,0.39242,459,33,6362,47448,10461,10559,12318,14836,70.12243,190.9220775,3460,4261,32133,62904,0,69955,134049,6821,120.4072275,17754,64,22.06,25.76,100,NA
2025-2026,May,17,MADHYA PRADESH,1731,BETUL,1520999,252.286189739633,12,482,13.3314958,620,4,19176,294161,37445,52764,141622,196656,124.66327,880.1223444,23775,33027,153109,368254,0,215851,492623,19796,742.1275786,148606,71,58.19,69.16,100,NA
2025-2026,May,17,MADHYA PRADESH,1737,SEONI,2479254,234.942063610537,13,759,0,2829,3,21653,422037,52033,56235,187063,211494,140.8557,1132.398137,32265,47557,188696,454592,0,225868,532844,24482,991.542437000003,230849,72,47.47,66.91,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,274.700301624111,14,2463,1.1533,1111,1,24709,1161313,49481,27108,377319,129925,194.06998,3385.35359380001,80586,106641,265724,573945,3,319090,673585,25820,3190.13031380001,702013,78,64.59,79.96,100.03,NA
2025-2026,May,17,MADHYA PRADESH,1744,KATNI ,1182153,257.744255237001,12,115,0.25038,987,1,8682,243460,34442,44996,62740,81058,84.62144,712.375983800002,18918,25399,131724,281242,0,173350,366915,9669,627.504163800002,125671,62,56.26,67.66,100,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,275.00695903464,15,150,9.42587166,1177,4,22004,441202,84841,29154,37799,15934,71.1739,1293.93597506001,28836,35418,87113,146141,0,154265,550707,23181,1213.33620340001,138475,87,39.59,62.8,100,NA
2025-2026,May,17,MADHYA PRADESH,1749,ALIRAJPUR,1299259,268.734844337542,17,386,5.1431,204,2,14472,315137,40817,36134,257008,190165,61.80288,913.828906399999,18513,26202,102385,237964,3,146921,323566,14676,846.882926399999,118317,80,44.89,79.92,100,NA
2025-2026,May,17,MADHYA PRADESH,1751,AGAR-MALWA,713929,266.49984016788,14,144,0.17658,308,3,14980,190137,53686,33481,5950,4455,50.36545,557.256831100002,12899,17973,57978,123923,0,110519,222649,15288,506.714801100002,74088,81,23.15,50.77,100,NA
2025-2026,May,17,MADHYA PRADESH,1701,MORENA,2378850,267.611577418929,17,174,38.1801556,178,54,10728,1730352,203154,39621,22325,4407,122.48423,4791.28666769999,100526,105119,238483,297694,0,328731,412773,10906,4630.62228209999,717069,28,39.85,93.74,100,NA
2025-2026,May,17,MADHYA PRADESH,1703,GWALIOR,378620,252.458396531134,14,76,4.1384,225,10,10597,124767,19641,14235,12573,8600,93.7318,412.854967599999,8861,10156,47739,77561,0,112259,215497,10822,314.984767599999,35080,56,22.13,61.82,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1704,DATIA,423906,268.824720613634,12,27,0,576,6,6232,98430,27504,17482,2021,2745,105.30809,369.9122625,7792,9464,38609,67292,0,82613,148147,6808,264.6041725,34332,59,35.29,47.56,100,NA
2025-2026,May,17,MADHYA PRADESH,1706,GUNA,978335,271.743377148836,20,101,2.86485,902,23,21066,533601,67710,27229,97952,49208,168.8437,1621.73392789996,26158,32320,103692,219809,0,210533,434612,21968,1450.02537789996,187272,83,33.97,64.76,100,NA
2025-2026,May,17,MADHYA PRADESH,1709,PANNA,1135204,265.692637264448,19,128,1.83816,680,2,13980,462210,76162,43095,76751,36952,116.73688,1346.63297870001,23931,34214,107217,224310,0,171416,345212,14660,1228.05793870001,183045,72,40.63,59.89,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1713,REWA,794886,271.869150108965,15,65,0,2116,14,20414,320747,59373,45383,47391,40531,224.67678,1096.6889229,20765,26217,137834,255256,0,257412,485864,22530,872.012142900001,119954,64,26.26,35.78,100.16,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,267.627790249069,17,79,0,495,2,10543,205806,39928,21024,16628,11799,92.58541,643.37946,12051,15863,55682,99587,0,111135,189190,11038,550.79405,72015,76,41.11,51.3,100.04,NA
2025-2026,May,17,MADHYA PRADESH,1727,VIDISHA,927197,263.685830582415,15,58,4.2317245,1618,3,24236,342007,62386,28552,20733,13157,176.04022,1082.0959431,22509,26436,111004,167374,0,225386,327848,25854,901.8239986,105692,79,26.92,36.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1735,MANDLA,2739960,246.576518214256,16,929,3.3134013,2530,1,22726,936080,72192,32213,565134,268396,125.12377,2436.59064300001,57713,80900,213394,457833,1,253243,532409,25256,2308.15347170001,520516,79,62.97,71.11,100,NA
2025-2026,May,17,MADHYA PRADESH,1741,NEEMUCH,467211,274.077597663957,16,56,1.16978,503,3,8738,114039,18783,13079,13271,10224,84.73476,398.4598916,6811,8846,45824,101992,0,91086,196928,9241,312.5553516,40912,74,23.01,28.45,100,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,274.555673895893,16,157,9.42587166,1221,3,22300,494290,95310,29224,43349,15965,105.00498,1471.53209216001,30456,37525,87249,146399,0,154361,550899,23521,1357.10124050001,154588,87,40.29,63.35,100,NA
2025-2026,May,17,MADHYA PRADESH,1710,SAGAR,1085618,284.981929414827,13,77,20.793648,1162,22,22440,292016,41115,35101,31393,31582,146.9142,999.900679,21155,26915,144450,248226,0,290785,497555,23602,832.192831,93440,78,35.3,55.04,100.41,NA
2025-2026,May,17,MADHYA PRADESH,1712,SATNA,1117819,260.780319669563,13,70,0.2494,520,27,14468,175525,31229,42036,32574,45453,141.2996,599.283656100001,12682,16213,122653,225673,0,215237,391396,14988,457.734656100001,67423,58,26.2,43.26,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1715,SIDHI,1356181,249.396513715254,15,119,5.9155347,869,3,15754,383150,54389,30530,114090,60819,73.00054,1034.478817,24996,33507,127388,204417,0,167075,258194,16623,955.562742299996,177226,69,39.27,59.52,100,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,270.387466665129,15,71,0,434,2,10014,173392,33580,20896,13875,11688,76.70941,545.5396462,10894,14302,55384,98984,0,110882,188758,10448,468.8302362,60106,76,40.67,51.21,100.02,NA
2025-2026,May,17,MADHYA PRADESH,1721,JHABUA,1222783,283.497675203353,14,290,3.2269176,947,7,17813,253377,10151,14932,228758,284276,75.45887,797.0036921,17717,29236,145893,318522,0,216290,452693,18760,718.3179045,113613,76,30.48,60.12,100.1,NA
2025-2026,May,17,MADHYA PRADESH,1723,INDORE,224832,256.326042657478,12,15,0.39242,432,40,6207,41212,9319,10519,10403,14765,70.12243,176.1519387,3235,3988,32027,62698,0,69932,133987,6639,105.6370887,15220,63,22.51,26.08,100,NA
2025-2026,May,17,MADHYA PRADESH,1724,KHARGONE,2008362,282.514428657294,13,155,3.7302109,1266,8,26873,322766,34770,38197,170648,175201,151.46852,1067.0592517,24301,32954,174024,347498,0,291742,577005,28139,911.8605208,129536,80,32.05,56.59,100,NA
2025-2026,May,17,MADHYA PRADESH,1726,RAJGARH,1550259,292.516557017134,18,309,14.2547367,2641,26,19599,589849,76819,53494,11111,9942,131.31727,1870.9779931,31523,47878,179069,344073,0,281312,521388,22240,1725.4059864,245285,72,18.82,63.44,100,NA
2025-2026,May,17,MADHYA PRADESH,1732,NARMADAPURAM,429997,269.359492284132,15,59,2.199,433,17,13635,101868,19276,18291,24923,29439,95.82122,372.4113476,6643,8422,44258,94197,0,103309,199203,14068,274.3911276,33650,71,6.94,9.88,100,NA
2025-2026,May,17,MADHYA PRADESH,1737,SEONI,2479254,231.909805166813,12,717,0,2740,3,21312,380428,46721,56203,168506,211397,139.58948,1021.8393136,29913,43930,188627,454387,0,225830,532706,24052,882.249833600002,208209,72,46.39,65.95,100,NA
2025-2026,May,17,MADHYA PRADESH,1742,BARWANI,1038771,273.810149573703,14,145,12.1031006,1350,6,15903,222967,17871,29910,178217,208966,91.79623,714.405606799999,15600,23760,118870,276281,1,212631,470037,17253,610.506276199999,93664,81,22.82,52.48,100.19,NA
2025-2026,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1045988,274.725012297969,14,143,9.42587166,1050,5,21756,407791,79260,29108,35049,15922,71.1739,1200.90364656001,27766,34078,86987,145952,0,154220,550622,22806,1120.30387490001,128882,87,39.64,62.84,100,NA
2025-2026,May,17,MADHYA PRADESH,1752,NIWARI,403735,289.664282568139,14,20,0,324,4,4957,71289,8371,7339,7341,6807,28.196,234.694770400001,4822,6348,35311,59928,0,49169,82624,5281,206.498770400001,27362,68,22.19,74.7,100,NA
